PM10,NO2,SO2,AQI_Bucket
197.76,35.98,4.65,Moderate
211.71,34.66,2.91,Moderate
213.76,29.68,11.65,Moderate
310.81,32.18,26.9,Poor
305.67,27.87,39.72,Very Poor
267.86,33.2,27.52,Very Poor
235.1,33.06,15.89,Very Poor
283.56,32.91,16.86,Very Poor
204.65,33.51,11.81,Very Poor
151.85,30.37,8.5,Poor
358.01,26.65,32.39,Very Poor
338.01,24.71,30.12,Very Poor
370.31,18.48,36.3,Very Poor
305.06,18.97,32.83,Very Poor
269.45,18.83,29.78,Very Poor
262.31,17.6,22.02,Very Poor
138.67,17.69,25.63,Moderate
193.91,23.28,23.14,Moderate
256.85,23.34,21.48,Poor
379.17,23.19,25.9,Very Poor
232.22,22.44,22.85,Very Poor
218.87,21.55,2.5,Poor
231.32,22.36,1.67,Poor
279.67,22.18,2.37,Poor
303.35,22.55,2.54,Very Poor
371.73,24.96,2.93,Very Poor
356.94,25.1,5.97,Very Poor
305.29,19.38,25.32,Very Poor
253.09,10.45,19.29,Very Poor
293.03,11.25,16.61,Very Poor
264.73,11.27,15.52,Very Poor
315.76,10.93,14.59,Very Poor
243.63,10.1,13.24,Very Poor
272.16,8.77,11.71,Very Poor
324.92,8.67,10.61,Poor
320.31,7.6,9.89,Very Poor
434.27,7.29,10.28,Very Poor
347.58,4.56,16.28,Poor
358.07,5.71,28.96,Very Poor
321.8,5.71,13.53,Very Poor
184.9,5.15,12.29,Very Poor
216.27,4.68,11.08,Poor
172.5,4.13,10.85,Poor
203.94,5.44,10.63,Poor
175.39,6.24,11.21,Poor
168.13,5.44,10.53,Poor
123.51,5.71,9.74,Moderate
127.65,5.24,11.75,Moderate
124.9,4.82,11.93,Moderate
148.83,6.47,9.33,Moderate
73.73,2.25,1.66,Moderate
70.38,2.94,1.28,Satisfactory
50.98,3.4,0.74,Satisfactory
188.16,5.97,25.91,Very Poor
228.33,6.26,33.52,Poor
196.93,6.59,31.01,Very Poor
237.02,8.43,26.86,Very Poor
242.7,5.59,28.01,Very Poor
212.16,5.61,27.68,Very Poor
253.76,4.98,29,Very Poor
265.74,4.76,29.09,Very Poor
187.89,5.05,40.37,Very Poor
169.06,4.94,51.95,Poor
113.18,5.65,49.87,Moderate
58.77,5.04,36.57,Satisfactory
86.44,4.55,29.07,Satisfactory
118.41,4.76,29.1,Moderate
87.12,4.13,35.62,Moderate
42.83,3.55,35.28,Satisfactory
74.63,4,28.14,Satisfactory
111.9,4.49,33.57,Moderate
123.51,4.01,37.65,Moderate
121.06,3.75,40.09,Moderate
139.41,3.68,43.74,Moderate
140.95,4.18,46.64,Moderate
94.61,4.33,48.01,Moderate
60.44,3.77,52.31,Satisfactory
28.74,3.27,50.27,Satisfactory
24.72,4.46,47.91,Satisfactory
21.62,3.31,46.79,Moderate
36.53,4.01,45.85,Satisfactory
50.81,3.75,38.2,Satisfactory
43.19,3.53,34.41,Satisfactory
13.8,4.2,68.67,Satisfactory
28.61,6.67,66.04,Satisfactory
25.67,12.44,73.67,Satisfactory
22.09,13.15,57.9,Satisfactory
89.92,4.88,16.57,Moderate
50.61,4.64,4.95,Moderate
65.46,5.45,2.1,Satisfactory
108.4,5.64,0.41,Moderate
23.56,9.83,68.72,Moderate
18.85,21.02,52.14,Moderate
18.85,20.71,2.01,Moderate
65.02,17.53,20.34,Moderate
100.26,17.46,15.42,Poor
107.07,16.83,14.19,Satisfactory
157.36,18.62,13.46,Poor
138.07,17.45,14.81,Poor
105.32,16.72,13.75,Moderate
173.38,18.5,14.64,Moderate
152.81,17.67,14.7,Satisfactory
140.11,19.07,14.48,Moderate
63.17,13.94,15.37,Moderate
40.6,14.22,15.35,Moderate
51.59,12.24,16.26,Moderate
89.24,10.73,19.22,Moderate
30.56,15.14,16.18,Satisfactory
37.99,15.18,17.11,Satisfactory
41.39,16.57,19.48,Moderate
68.32,17.64,22.49,Moderate
43.85,16.96,23.83,Satisfactory
38.8,16.09,24.92,Satisfactory
40.33,17.06,27.39,Satisfactory
35.01,17.87,28.26,Satisfactory
35.62,17.41,29.36,Satisfactory
36.72,19.34,32.82,Satisfactory
36.91,17.33,27.42,Satisfactory
27.22,18.2,25.28,Satisfactory
40.25,20.72,24.77,Satisfactory
34.24,19.09,26.43,Satisfactory
40.07,18.68,28.07,Satisfactory
36.92,38.92,16.09,Moderate
17.21,21.31,15.73,Good
27.63,21.74,15.83,Satisfactory
23.89,19.37,16.3,Satisfactory
17.63,20.28,17.07,Satisfactory
14.99,25.5,17.23,Satisfactory
16.46,21.5,17.52,Satisfactory
25.94,21.95,18.62,Satisfactory
25.46,19.64,20.79,Satisfactory
23.26,26.53,14.34,Satisfactory
31.06,29.36,14.42,Moderate
10,7.1,4.1,Good
31.09,5.8,4.65,Good
22.15,6.07,4.12,Good
23.53,5.22,3.83,Good
22.58,4.74,3.73,Good
21.61,6.64,4,Good
31.38,6.95,4.59,Good
38.45,5.13,3.77,Good
36.71,5.98,3.28,Good
39.71,4.08,3.34,Good
27.62,1.58,4.14,Good
22.56,3.45,4.6,Good
43.69,6.88,3.86,Good
68.32,5.41,3.49,Satisfactory
55.04,4.62,3.18,Satisfactory
49.78,5.92,3.9,Satisfactory
47.71,8.49,3.98,Satisfactory
31.62,5.13,3.57,Satisfactory
31.78,7.1,4.36,Good
18.65,5.09,5.05,Good
36.27,7.54,4.06,Good
47.88,5.82,2.88,Good
46.79,6.83,4.29,Good
60.83,6.97,3.28,Satisfactory
43.6,5.2,4.34,Satisfactory
52.15,6.07,3.32,Good
54.44,5.59,4.07,Satisfactory
38.51,4.62,3.6,Good
35.72,4.14,4.36,Good
22.98,4.14,3.33,Good
56.6,6.06,3.97,Satisfactory
67.58,8.78,5,Satisfactory
48.62,6.48,4.02,Satisfactory
37.17,6.61,3.72,Good
32.19,5.15,2.91,Good
54.45,3.22,3.98,Good
54.37,6.58,4.85,Satisfactory
41.35,4.51,4.49,Satisfactory
46.53,7.58,4.19,Satisfactory
39.14,5.82,3.37,Satisfactory
31.64,7.14,3.93,Satisfactory
28.85,6.67,4.48,Satisfactory
34.99,5.42,4.55,Satisfactory
48.43,8.85,4.86,Satisfactory
32.81,6.53,4.37,Satisfactory
41.81,7.83,4.32,Satisfactory
41.59,7.6,3.56,Satisfactory
30.8,6.83,4.14,Satisfactory
44.62,7.14,4.39,Satisfactory
66.18,5.99,4.57,Satisfactory
73.12,7.69,2.91,Satisfactory
61.52,6.57,4.47,Satisfactory
44.38,5.95,3.45,Satisfactory
47.14,7.16,3.91,Satisfactory
28.83,6.05,4.34,Satisfactory
37.2,6.51,2.99,Satisfactory
34.71,5.47,2.41,Satisfactory
27.65,6.45,4.88,Satisfactory
22.79,5.06,3.49,Satisfactory
43.83,6.14,4.03,Satisfactory
63.07,6.59,3.47,Satisfactory
54.52,5.74,4.07,Satisfactory
51.49,4.72,2.73,Satisfactory
33.47,4.48,4.6,Satisfactory
24.65,6.43,3.69,Satisfactory
22.29,6.86,3.78,Satisfactory
34.19,7.47,3.21,Satisfactory
48.67,6.53,3.69,Satisfactory
52.14,4.1,4.01,Satisfactory
35.43,5.36,5.05,Satisfactory
34.39,5.27,4.07,Satisfactory
48.9,3.49,4.31,Satisfactory
45.75,4.12,4.99,Satisfactory
19.97,3.32,4.29,Satisfactory
35.68,7.97,3.41,Satisfactory
28.79,5.63,4.2,Satisfactory
27.17,6.42,3.63,Satisfactory
25.92,3.96,4.34,Satisfactory
28.58,4.97,5.03,Satisfactory
23.44,3.9,2.25,Satisfactory
20.83,5.63,4.41,Satisfactory
21.98,5.25,2.97,Satisfactory
37.03,6.97,3.4,Satisfactory
34.22,4.8,3.29,Satisfactory
21.48,4.65,4.86,Satisfactory
29.78,5.39,2.94,Satisfactory
38.16,3.64,4.08,Satisfactory
27.48,4.74,5.44,Satisfactory
31.36,4.83,4.72,Satisfactory
44.17,7.23,4.32,Satisfactory
48.97,5.81,4.32,Satisfactory
44.41,5.29,3.99,Satisfactory
52.61,7.08,3.72,Satisfactory
45.45,8.78,3.44,Satisfactory
29.29,5.99,3.44,Satisfactory
24.1,8.17,2.91,Satisfactory
29.61,6.39,4.15,Satisfactory
24.03,4.43,3.74,Satisfactory
13.37,1.96,1.86,Good
36.52,8.44,3.77,Satisfactory
37.06,7.14,2.76,Satisfactory
35.06,8.94,4.25,Satisfactory
40.5,10.28,3.45,Satisfactory
45.71,9.8,4.07,Satisfactory
24.78,6.54,4.12,Satisfactory
41.97,12.03,3.64,Satisfactory
29.74,11.58,4.55,Satisfactory
28.67,14.55,5.68,Satisfactory
27.27,10.9,3.63,Satisfactory
45.25,12.12,3.75,Satisfactory
46.57,9.55,5.03,Satisfactory
59.01,10.23,3.97,Satisfactory
86.2,15.04,4.82,Moderate
76.8,13.97,5.2,Satisfactory
78.67,12.42,3.92,Satisfactory
69.39,14.55,4.87,Satisfactory
83.82,13.2,6.18,Satisfactory
80.76,10.77,3.6,Moderate
59.98,6.98,3.1,Satisfactory
48.04,9.87,4.69,Satisfactory
31.01,9.95,4.99,Satisfactory
42.44,12.26,3.12,Satisfactory
61.21,13.04,5.1,Satisfactory
89.2,12.84,4.89,Satisfactory
126.78,17.42,4.79,Moderate
102.32,10.95,3.84,Poor
49.07,13.9,4.65,Moderate
48.66,13.53,3.41,Satisfactory
48.34,8.82,1.52,Satisfactory
11.05,4.08,3.02,Satisfactory
15.05,6.78,2.93,Satisfactory
29.16,8.07,4.19,Satisfactory
41.84,9.14,3.92,Satisfactory
53.82,7.84,4.96,Satisfactory
61.09,5.31,1.45,Satisfactory
49.68,5.57,4.71,Satisfactory
73.21,5.73,4.33,Satisfactory
101.59,6.12,3.96,Moderate
88.6,6.2,3.64,Moderate
58.23,6.38,3.43,Satisfactory
66.47,8.35,3.99,Satisfactory
88.53,8.08,5.33,Moderate
68.19,8.52,3.07,Satisfactory
69.96,7.28,3.38,Satisfactory
71.95,6.68,4.12,Satisfactory
71.07,5.55,4.54,Moderate
46.85,5.68,3.96,Satisfactory
56.57,4.42,5.13,Satisfactory
41.88,5.42,3.44,Satisfactory
59.38,3.96,4.1,Satisfactory
49.75,4.35,5.42,Satisfactory
64.2,3.86,3.39,Satisfactory
79.85,7.01,3.44,Satisfactory
86.73,9.64,3.89,Moderate
98.85,9.2,3.89,Moderate
85.7,11.28,3.38,Moderate
100.61,10.86,4.14,Moderate
80.02,6.57,4.32,Moderate
88.43,8.79,3.51,Moderate
88.75,7.51,3.29,Moderate
78.75,10.46,6.04,Satisfactory
90.64,16.88,5.21,Moderate
118,15.1,7.36,Moderate
117.45,16.16,8.37,Moderate
101.17,10.07,6.67,Moderate
95.2,17.84,6.81,Moderate
115.88,18.3,6.16,Moderate
109.22,15.68,7.43,Moderate
71.31,15.84,5.36,Moderate
71.91,15.32,4.72,Moderate
67.32,14.84,5.48,Moderate
53.93,10.5,4.52,Moderate
72.73,15.14,6.34,Moderate
95.26,17.55,5.81,Moderate
109.18,15.92,7.96,Moderate
102.56,14.03,5.14,Moderate
98.15,16.13,8.08,Moderate
115.98,18.91,8.59,Moderate
118.82,12.51,7.23,Poor
115.3,17.52,5.24,Moderate
120.64,16.8,6.63,Moderate
112.83,13.4,5.65,Moderate
84.26,11.85,5.66,Moderate
89.49,14.22,7.52,Satisfactory
99.88,11.75,9.01,Satisfactory
71.88,13.8,6.7,Satisfactory
99.08,16.42,6.18,Moderate
96.6,12.11,4.95,Moderate
107.96,14.05,7.95,Moderate
114.76,9.16,5.4,Moderate
102.16,21.42,6.28,Moderate
96.7,16.6,8.15,Moderate
95.27,12.04,7.65,Moderate
93.88,12.09,7.87,Satisfactory
89.88,11.41,7.27,Satisfactory
71.72,11.18,4.22,Satisfactory
47.29,14.71,5.42,Satisfactory
63.08,15.58,6.25,Satisfactory
65.34,12.29,3.92,Satisfactory
70.25,20.97,4.78,Satisfactory
77.5,21.56,27.65,Satisfactory
86.42,19.57,6.77,Satisfactory
95.91,18.51,6.77,Satisfactory
84.58,20.75,5.26,Satisfactory
72.11,20.96,4.7,Satisfactory
82.45,18.84,7.58,Satisfactory
82.58,14.43,7.27,Moderate
93.06,19.02,7.37,Moderate
89.44,19.72,7.71,Moderate
101.58,20.39,6.9,Moderate
89.49,17.82,9.69,Satisfactory
90.78,20.09,8.05,Satisfactory
90.74,18.48,8.96,Satisfactory
59.71,15.64,8.59,Satisfactory
72.7,15.34,7.94,Satisfactory
63.66,16.4,8.48,Satisfactory
68.91,15.53,6.84,Satisfactory
69.71,13.31,7.48,Satisfactory
72.3,13.26,10.33,Satisfactory
92.26,13.21,8.62,Satisfactory
94.17,13.94,8.75,Satisfactory
95.3,13.27,7.85,Satisfactory
91.27,14.89,7.87,Satisfactory
91.55,15.59,5.89,Satisfactory
90.79,11.94,8.26,Satisfactory
89.77,15.05,9.76,Satisfactory
95.27,16.69,14.94,Moderate
74.65,15.94,10.69,Satisfactory
41.85,15.51,4.27,Satisfactory
36.01,11.66,5.86,Satisfactory
27.9,8.65,4.85,Satisfactory
32.91,8.18,4.3,Satisfactory
38.78,11.64,5.38,Satisfactory
45.87,13.71,4.79,Satisfactory
40.88,13.36,6.05,Satisfactory
66.78,15.58,5.52,Satisfactory
66.95,13.82,5.64,Satisfactory
58.81,9.81,6.17,Satisfactory
76.01,9.99,5.32,Satisfactory
81.22,12.55,5.45,Satisfactory
84.28,13.53,4.98,Satisfactory
77.71,16.65,5.59,Satisfactory
71.97,14.58,5.05,Satisfactory
40.97,14.6,10.06,Moderate
61.25,14.14,5.43,Satisfactory
77.14,8.64,4.5,Moderate
76.18,10.19,5.8,Moderate
64.64,9.95,8.77,Satisfactory
63.12,8.04,7.8,Satisfactory
67.92,11.49,6.01,Satisfactory
61.69,13.51,7.72,Moderate
78.18,10.07,8.52,Satisfactory
72.54,12.99,11.26,Satisfactory
73.04,11.27,7.86,Moderate
45.04,8.42,6.31,Moderate
39.62,9.04,4.92,Moderate
35.43,10.9,6.68,Satisfactory
38.12,9.67,6.59,Moderate
32.92,9.08,6.4,Satisfactory
30.35,14.89,5.33,Satisfactory
25.04,10.86,5.77,Satisfactory
31.97,11.68,5.38,Satisfactory
32.97,12.86,5.76,Satisfactory
37.77,14.32,6.29,Satisfactory
56.12,18.95,5.61,Satisfactory
41.6,12.49,5.74,Satisfactory
37.06,14.91,5.67,Satisfactory
52.84,14.21,7.09,Satisfactory
53.8,11.86,6.37,Satisfactory
58.59,13.39,7.11,Satisfactory
57.52,9.46,6.11,Satisfactory
52.44,12.39,4.82,Satisfactory
72.46,12.32,6.16,Satisfactory
72.5,14.31,6.46,Satisfactory
68.55,14.79,5.78,Satisfactory
76.45,11.89,7.98,Satisfactory
59.65,11.71,6.53,Satisfactory
53.26,8.97,6.11,Satisfactory
56.07,9.89,5.52,Satisfactory
50.04,12.9,5.02,Satisfactory
55.18,9.75,6.05,Satisfactory
46.4,9.51,6.5,Satisfactory
30.75,9.51,5.61,Satisfactory
30.01,11.28,6.59,Satisfactory
27.82,9.77,5.77,Satisfactory
42.75,13.19,5.79,Satisfactory
28.12,11.06,6.3,Satisfactory
28.73,10.15,6.78,Satisfactory
21.4,9.79,6.54,Satisfactory
23.59,8.45,7.13,Satisfactory
24.27,12.44,6.43,Satisfactory
46.65,15.18,7.11,Satisfactory
50.52,10.55,6.16,Satisfactory
33.39,8.35,4.77,Satisfactory
23.2,8.44,5.58,Satisfactory
30.44,6.8,5.87,Satisfactory
24.91,3.92,4.19,Satisfactory
35.89,5.86,5.19,Satisfactory
43.92,12.91,6.47,Satisfactory
45.18,12.1,6.99,Satisfactory
65.82,11.73,6.68,Satisfactory
17.46,17.27,3.77,Satisfactory
44.1,15.31,5.08,Satisfactory
27.03,8.48,4.98,Satisfactory
40,7.56,5.22,Satisfactory
41.09,7.98,5.53,Satisfactory
32.33,12.02,4.93,Satisfactory
42.4,15.81,5.15,Satisfactory
36.25,16.73,6.04,Satisfactory
27.32,16.03,5.44,Satisfactory
22.6,13.39,4.82,Good
30.1,17.41,5.28,Satisfactory
37.16,22.39,5.86,Satisfactory
33.78,14.35,6.22,Satisfactory
27.33,19.38,6.53,Satisfactory
43.69,9.14,4.84,Satisfactory
40.67,2.08,6,Satisfactory
36.92,1.89,5.36,Good
43.69,5.15,5.64,Good
53.74,9.16,5.95,Satisfactory
39.6,13.25,4.97,Satisfactory
28.3,9.14,5.79,Good
30.9,9.67,5.97,Good
28.76,14.24,5.94,Satisfactory
31.95,11.75,5.44,Good
38.2,14.69,5.25,Satisfactory
63.21,12.1,6.17,Satisfactory
49.12,10.55,5.1,Satisfactory
44.95,12.9,6,Satisfactory
45.68,14.11,5.57,Satisfactory
44.56,13.06,5.87,Satisfactory
25.55,10.06,5.83,Satisfactory
41.84,8.46,5.71,Good
39.79,5.81,5.67,Satisfactory
39.18,2.6,5.64,Satisfactory
34.99,5.59,6.63,Satisfactory
38.49,8.25,5.19,Good
35.9,10.12,5.16,Satisfactory
33.89,7.74,6.42,Good
34.53,9,5.33,Good
43.26,9.57,6.47,Satisfactory
42.32,6.67,6.52,Satisfactory
40.65,7.66,5.86,Satisfactory
46.16,8.43,6.89,Satisfactory
44.91,8.66,5.85,Satisfactory
36.83,7.14,5.98,Good
29.21,11.32,7.12,Good
27.82,14.09,6.66,Satisfactory
36.89,12.2,7,Satisfactory
39.8,10.8,5.75,Satisfactory
46.58,11.87,5.02,Satisfactory
36.38,8.59,6.97,Good
21.69,6.91,6.22,Good
26.23,5.67,4,Good
27.05,5.97,5.61,Good
41.07,8,6.37,Good
35.93,9.67,6.38,Satisfactory
46.7,11.27,5.93,Satisfactory
62.76,8.35,5.89,Satisfactory
58.53,4.55,5.17,Satisfactory
65.29,6.27,6.24,Satisfactory
43,5.95,5.13,Satisfactory
34.25,6.46,6.28,Good
40.29,8.08,6.06,Satisfactory
46.1,6.93,6.64,Good
54.71,8.08,5.73,Satisfactory
50.25,5.91,5.23,Satisfactory
37.53,5.95,5.99,Satisfactory
25.9,12.14,5.48,Satisfactory
39.67,15.24,5.96,Satisfactory
36.35,10.09,4.65,Satisfactory
37.27,8.53,5.55,Satisfactory
42.58,8.14,6.02,Satisfactory
33.81,4.41,5.43,Satisfactory
28.54,5.17,4.48,Satisfactory
30.15,5.07,5.95,Satisfactory
25.2,7.21,6.03,Satisfactory
39.6,8.03,4.98,Satisfactory
27.55,3.96,4.96,Satisfactory
31.22,3.27,5.82,Satisfactory
29.91,4.77,4.93,Satisfactory
31.66,7.6,5.75,Satisfactory
28.88,5.1,5.72,Satisfactory
42,2.62,6.13,Satisfactory
34.43,6.52,5.77,Moderate
27.58,6.8,4.56,Satisfactory
28.14,7.48,5.12,Satisfactory
30.3,5.9,5.57,Satisfactory
39.35,6.29,5.11,Satisfactory
44.17,7.29,6.39,Moderate
46.05,4.72,5.51,Satisfactory
43.2,5.11,6.5,Satisfactory
50.41,5.3,6.51,Satisfactory
42.72,4.2,5.95,Satisfactory
39.71,4.5,5.47,Moderate
37.14,4.3,6.19,Moderate
24.86,2.92,5.38,Moderate
33.98,5.04,6.49,Satisfactory
41.24,5.23,6.38,Satisfactory
47.25,5.98,6.35,Satisfactory
56.07,7.1,5.98,Satisfactory
52.38,4.64,6.07,Satisfactory
50.48,6.64,6.02,Satisfactory
51.27,5.82,5.56,Satisfactory
55.46,6.44,5.48,Satisfactory
52.45,6.96,6.72,Satisfactory
45.48,6.46,6,Satisfactory
43.17,4.86,5.5,Satisfactory
50.89,5.72,8.14,Satisfactory
60.76,8.42,5.19,Satisfactory
67.26,7.36,5.86,Satisfactory
68.99,7.82,6.73,Satisfactory
72.04,9.43,6.44,Satisfactory
64.05,8.62,7.36,Satisfactory
43.68,6.65,7.35,Satisfactory
43.82,8.43,6.45,Good
35.01,7.9,6.07,Satisfactory
39.68,8.21,5.56,Satisfactory
32.57,6.06,5.05,Satisfactory
60.69,6.71,5.15,Satisfactory
56.28,6.82,5.45,Satisfactory
30.23,4.45,5.68,Satisfactory
29.76,7.85,5.26,Satisfactory
45.89,9.65,5.71,Satisfactory
47.71,6.06,6.39,Satisfactory
41.11,6.63,5.6,Satisfactory
45.3,7.34,5.42,Satisfactory
27.84,7.36,5.54,Satisfactory
35.57,8.24,5.25,Satisfactory
43,9.79,4.94,Satisfactory
31.2,7,4.85,Satisfactory
34.18,9.29,5.22,Satisfactory
29.82,11.08,5.37,Satisfactory
39.69,20.9,4.93,Satisfactory
50.39,8.2,5.57,Satisfactory
24.47,6.03,3.92,Satisfactory
26.54,7.97,5.68,Satisfactory
26.27,9.25,5.59,Satisfactory
34.46,9.88,6.49,Satisfactory
50.68,9.85,5.53,Satisfactory
67.44,8.94,5.73,Satisfactory
63.53,6.78,5.31,Satisfactory
52.64,4.82,6.65,Satisfactory
53.57,4.55,6.64,Satisfactory
35.04,6.51,5.55,Satisfactory
28.26,7.11,5.91,Satisfactory
30.33,4.4,5.69,Satisfactory
30.94,4.3,6.48,Satisfactory
28.76,6.48,5.7,Satisfactory
24.47,3.84,5.49,Good
31.72,8.11,6.15,Satisfactory
33.12,4.94,5.12,Satisfactory
56.61,8.79,5.1,Satisfactory
72.5,7.7,5.23,Satisfactory
94.45,8.97,6.05,Moderate
116.25,10.84,6.45,Moderate
96.05,5.95,6.36,Moderate
84.26,4.42,5.75,Satisfactory
90.58,3.88,5.84,Satisfactory
83.3,4.02,5.96,Satisfactory
68.11,5.92,5.16,Satisfactory
77.95,11.63,5.56,Satisfactory
27.28,9.86,5.2,Satisfactory
45.52,6.96,10.4,Satisfactory
78.08,8.5,7.32,Satisfactory
86.88,6.02,6.5,Moderate
65.46,10.97,7.09,Satisfactory
73.19,13.16,6.52,Satisfactory
60.82,7.95,6.32,Satisfactory
53.9,6.01,11.07,Satisfactory
54.12,3.33,4.37,Satisfactory
63.39,5.14,15.51,Satisfactory
59.67,5.85,4.1,Satisfactory
87.3,5.51,5.6,Satisfactory
104.39,5.26,6.12,Moderate
73.44,5.39,3.56,Moderate
76.59,8.59,4.48,Satisfactory
64.32,3.31,5.66,Satisfactory
47.35,4.72,15.55,Satisfactory
35.46,7.13,7.98,Satisfactory
36.16,6.98,4.72,Satisfactory
48.44,4.82,6.1,Satisfactory
49.24,4.23,11.65,Satisfactory
37.35,5.88,6.56,Satisfactory
44.34,3.54,5.53,Satisfactory
85.65,8.74,14.75,Satisfactory
112.18,10.58,8.29,Moderate
119.12,10.82,17.86,Moderate
108.14,8.95,8.86,Moderate
58.17,8.63,11.58,Moderate
70.75,7.98,18.65,Moderate
72.64,7.27,14.93,Satisfactory
69.66,6.21,8.44,Satisfactory
90.86,7.21,5.31,Moderate
74.59,8.22,8.6,Moderate
61.3,6.63,5.11,Moderate
53.63,5.67,4.07,Satisfactory
47.04,6.54,20.81,Satisfactory
85.48,6.67,7.57,Moderate
114.52,8.33,2.92,Moderate
124.33,5.51,8.49,Moderate
115.19,5.58,4.18,Poor
90.71,4.51,4.45,Moderate
73.69,3.67,9,Moderate
89.85,6.35,12.14,Moderate
90.91,8.25,12.18,Moderate
85.65,14.95,9.89,Moderate
110.35,13.72,9.98,Moderate
116.95,7.98,23.73,Moderate
102.92,9.16,16.99,Moderate
103.17,8.28,25.33,Moderate
106.69,9.4,24.59,Moderate
60.51,5.38,16.17,Moderate
60.48,9.47,18.5,Moderate
52.33,5.04,9.51,Moderate
69.44,7.27,11.66,Moderate
81.17,6.9,17.07,Moderate
79.04,6.35,34.23,Moderate
85.51,7.55,18.01,Moderate
83.14,6.65,13.9,Moderate
99.05,11.29,15.98,Moderate
99.86,9.53,13.1,Moderate
98.66,9.89,13.63,Moderate
92.79,6.94,20.06,Moderate
80.7,11.76,22.19,Moderate
85.2,11.03,30.99,Moderate
79.36,7.67,30.89,Moderate
91.32,10.35,25.64,Moderate
93.45,6.73,20.32,Moderate
104.01,6.56,23.45,Moderate
92.53,9.73,17.98,Moderate
99.11,8.32,35.33,Moderate
102.28,8.46,15.31,Moderate
95.19,6.38,24.64,Moderate
110.44,10.3,22.15,Moderate
105.47,8.18,19.25,Moderate
116.02,10.76,21.95,Moderate
97.88,9.23,17.06,Moderate
118.3,13.28,15.24,Moderate
112.76,9.91,22.8,Moderate
120.86,10.97,20.22,Moderate
114.98,17.3,13.38,Moderate
95.33,14.36,10.14,Moderate
107.83,12.85,7.48,Moderate
108.97,11.71,8.5,Moderate
90.38,10.75,6.37,Moderate
81.14,8.6,5.02,Satisfactory
72.21,5.78,2.44,Satisfactory
72.15,7.31,4.7,Satisfactory
59.82,7.12,4.24,Satisfactory
67.14,8.55,4.75,Satisfactory
65.93,8.46,8.99,Moderate
71.48,8.31,8.87,Moderate
79.06,9.97,7.74,Moderate
64.31,6.61,4.04,Satisfactory
74.89,10.87,7.43,Satisfactory
69.57,10.77,4.78,Satisfactory
57.39,8.61,2.12,Satisfactory
72.17,8.5,7.82,Satisfactory
85.64,9.75,7.24,Moderate
85.04,7.65,5.03,Moderate
59.82,8.72,16.43,Satisfactory
60.12,9.33,5.14,Satisfactory
64.67,10.87,1.96,Satisfactory
73.93,11,2.77,Satisfactory
82.9,9.2,5.15,Satisfactory
78.98,8.54,6.64,Satisfactory
65.73,6.59,7.9,Satisfactory
64.89,5.37,2.44,Satisfactory
61.82,6.46,2.23,Satisfactory
57.21,5.33,1.86,Satisfactory
67.65,5.28,6.33,Satisfactory
50.94,6.19,6.93,Satisfactory
54.29,7.86,5.78,Satisfactory
60.73,6.58,3.81,Satisfactory
58.6,6.03,3.62,Moderate
68.04,7.22,5.49,Satisfactory
68.32,5.93,3.18,Satisfactory
67.47,5.64,2.09,Satisfactory
74.96,5.82,2.03,Satisfactory
88.46,5.44,4.06,Satisfactory
68.2,6.55,3.83,Satisfactory
63.12,4.7,3.72,Satisfactory
69.4,5.6,5.66,Satisfactory
58.71,4.75,1.49,Satisfactory
67.2,4.76,1.92,Satisfactory
178.24,5.66,5.76,Moderate
126.39,6.05,5.13,Moderate
86.59,4.32,1.27,Moderate
60.76,4.95,4.36,Satisfactory
70.94,5.95,9.61,Satisfactory
72.46,5.46,3.83,Satisfactory
96.27,8.47,4.84,Satisfactory
87.99,5.53,3.08,Moderate
85.38,8.76,4.17,Satisfactory
88.36,7.15,5.28,Satisfactory
87.18,5.94,4.1,Moderate
72.39,6.12,6.37,Satisfactory
65.23,7.64,7.03,Satisfactory
62.21,7.05,7.4,Satisfactory
59.9,6.56,7.34,Satisfactory
61.19,6.83,4.13,Satisfactory
64.78,5.21,2.66,Satisfactory
59.02,4.06,2.74,Satisfactory
65.3,6.34,2.6,Satisfactory
67.23,4.85,3.36,Satisfactory
67.02,5.81,3.37,Satisfactory
75.77,6.38,2.35,Satisfactory
75.12,5.16,1.99,Satisfactory
85.28,4.84,1.17,Satisfactory
81.64,3.35,1.55,Satisfactory
79.24,4.18,1.44,Satisfactory
82.12,4.98,1.58,Satisfactory
81.81,4.95,2.69,Satisfactory
50.68,5.51,1.84,Satisfactory
44.72,6.03,5.9,Satisfactory
50.03,5.6,1.01,Satisfactory
66.82,3.86,1.28,Satisfactory
71.05,4.31,2.87,Satisfactory
67.66,4.12,1.95,Satisfactory
62.29,4.54,1.98,Satisfactory
59.77,3.83,1.15,Satisfactory
65.59,4.4,1.13,Satisfactory
60.17,5.62,1.02,Satisfactory
60.55,5.77,2.54,Satisfactory
54.56,5.62,2.66,Satisfactory
51.86,7.6,1.8,Satisfactory
56.55,6.93,1.79,Satisfactory
44.77,6.31,0.64,Satisfactory
42.03,5.74,0.63,Satisfactory
32.47,5.4,1.39,Satisfactory
28.21,5.51,1.2,Satisfactory
41.85,5.2,1.41,Satisfactory
28.42,5.06,1.59,Satisfactory
40.08,6.53,2.48,Satisfactory
44.12,6.67,4.42,Satisfactory
53.12,5.21,2.4,Satisfactory
59.62,8.44,0.78,Satisfactory
